order_id,loss_date,billing_system,brand,losing_nbn_speed,state,gaining_provider,gaining_nbn_speed
Order_ID_2686,2023-7-27,Tech_Billing,ABC Ltd,Speed25,ACT,G2 Tele Pty Ltd,Speed25
Order_ID_2687,2023-7-27,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed25
Order_ID_2688,2023-7-27,Tech_Billing,ABC Ltd,Speed50,VIC,BB Ltd,Speed50
Order_ID_2689,2023-7-28,Tech_Billing,ABC Ltd,Speed12,QLD,BB Ltd,Speed25
Order_ID_2690,2023-7-28,Tech_Billing,ABC Ltd,Speed100,NSW,Super Pty Ltd,Speed100
Order_ID_2691,2023-7-28,Tech_Billing,ABC Ltd,Speed50,WA,Solution Group,Speed50
Order_ID_2692,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_2693,2023-7-28,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed50
Order_ID_2694,2023-7-28,Tech_Billing,ABC Ltd,Speed100,SA,Opal Pty Ltd,Speed100-20
Order_ID_2695,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,EXX Ptd Ltd,Speed100-20
Order_ID_2696,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_2697,2023-7-28,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed50
Order_ID_2698,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2699,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed50
Order_ID_2700,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2701,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2702,2023-7-28,Tech_Billing,ABC Ltd,Speed25,VIC,Opal Pty Ltd,Speed50
Order_ID_2703,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2704,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,Source Ltd,Speed100-20
Order_ID_2705,2023-7-28,Tech_Billing,ABC Ltd,Speed25,VIC,BB Ltd,Speed25
Order_ID_2706,2023-7-28,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed100-20
Order_ID_2707,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2708,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,CAN Ltd,Speed50
Order_ID_2709,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed50
Order_ID_2710,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed250
Order_ID_2711,2023-7-28,Tech_Billing,ABC Ltd,Speed25,WA,G2 Tele Pty Ltd,Speed50
Order_ID_2712,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,SuperTel,Speed25
Order_ID_2713,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,NSW,BB Ltd,Speed1000
Order_ID_2714,2023-7-28,Tech_Billing,ABC Ltd,Speed25,NSW,Idea Ltd,Speed25
Order_ID_2715,2023-7-28,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2716,2023-7-28,Tech_Billing,ABC Ltd,Speed25,NSW,SuperTel,Speed25
Order_ID_2717,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,VIC,Super Pty Ltd,Speed1000
Order_ID_2718,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_2719,2023-7-28,Tech_Billing,ABC Ltd,Speed50,SA,Phone Company,Speed100-20
Order_ID_2720,2023-7-28,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed25
Order_ID_2721,2023-7-28,Tech_Billing,ABC Ltd,Speed50,NSW,BB Ltd,Speed50
Order_ID_2722,2023-7-28,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed25
Order_ID_2723,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,VIC,Super Pty Ltd,Speed100
Order_ID_2724,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,BB Ltd,Speed100-20
Order_ID_2725,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_2726,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2727,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed25
Order_ID_2728,2023-7-28,Tech_Billing,ABC Ltd,Speed25,NSW,BB Ltd,Speed25
Order_ID_2729,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed250
Order_ID_2730,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_2731,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,Source Ltd,Speed50
Order_ID_2732,2023-7-28,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed50
Order_ID_2733,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,QLD,Source Ltd,Speed100-20
Order_ID_2734,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed100-20
Order_ID_2735,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2736,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2737,2023-7-28,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2738,2023-7-28,Tech_Billing,ABC Ltd,Speed50,NT,EXX Ptd Ltd,Speed100-20
Order_ID_2739,2023-7-28,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2740,2023-7-28,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_2741,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed50
Order_ID_2742,2023-7-28,Tech_Billing,ABC Ltd,Speed50,QLD,Phone Company,Speed100-20
Order_ID_2743,2023-7-28,Tech_Billing,ABC Ltd,Speed50,NSW,EXX Ptd Ltd,Speed1000
Order_ID_2744,2023-7-29,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2745,2023-7-29,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed25
Order_ID_2746,2023-7-29,Tech_Billing,ABC Ltd,Speed50,NSW,Super Pty Ltd,Speed100-20
Order_ID_2747,2023-7-29,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2748,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2749,2023-7-29,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed25
Order_ID_2750,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2751,2023-7-29,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed25
Order_ID_2752,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,WA,Phone Company,Speed100-20
Order_ID_2753,2023-7-29,Tech_Billing,ABC Ltd,Speed100,NSW,Phone Company,Speed50
Order_ID_2754,2023-7-29,Tech_Billing,ABC Ltd,Speed25,NSW,CAN Ltd,Speed25
Order_ID_2755,2023-7-29,Tech_Billing,ABC Ltd,Speed50,NSW,CAN Ltd,Speed50
Order_ID_2756,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed100-20
Order_ID_2757,2023-7-29,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed250
Order_ID_2758,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,NSW,Idea Ltd,Speed100-20
Order_ID_2759,2023-7-29,Tech_Billing,ABC Ltd,Speed50,SA,Super Pty Ltd,Speed50
Order_ID_2760,2023-7-29,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2761,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed25
Order_ID_2762,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,Unknown,Idea Ltd,Speed100-20
Order_ID_2763,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,VIC,CAN Ltd,Speed100-20
Order_ID_2764,2023-7-29,Tech_Billing,ABC Ltd,Speed50,ACT,Idea Ltd,Speed100-20
Order_ID_2765,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,WA,Opal Pty Ltd,Speed50
Order_ID_2766,2023-7-29,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_2767,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,ACT,Super Pty Ltd,Speed100-20
Order_ID_2768,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,QLD,Super Pty Ltd,Speed100-20
Order_ID_2769,2023-7-29,Tech_Billing,ABC Ltd,Speed100-20,VIC,Super Pty Ltd,Speed100
Order_ID_2770,2023-7-29,Tech_Billing,ABC Ltd,Speed50,NSW,CAN Ltd,Speed100
Order_ID_2771,2023-7-29,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2772,2023-7-30,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2773,2023-7-30,Tech_Billing,ABC Ltd,Speed100-20,VIC,EXX Ptd Ltd,Speed100-20
Order_ID_2774,2023-7-30,Tech_Billing,ABC Ltd,Speed100-20,ACT,Super Pty Ltd,Speed100-20
Order_ID_2775,2023-7-30,Tech_Billing,ABC Ltd,Speed50,NSW,EXX Ptd Ltd,Speed100
Order_ID_2776,2023-7-30,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed50
Order_ID_2777,2023-7-30,Tech_Billing,ABC Ltd,Speed50,WA,BB Ltd,Speed50
Order_ID_2778,2023-7-30,Tech_Billing,ABC Ltd,Speed25,NSW,Super Pty Ltd,Speed50
Order_ID_2779,2023-7-30,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2780,2023-7-30,Tech_Billing,ABC Ltd,Speed25,NSW,EXX Ptd Ltd,Speed50
Order_ID_2781,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2782,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2783,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,SA,Opal Pty Ltd,Speed50
Order_ID_2784,2023-7-31,Tech_Billing,ABC Ltd,Speed25,SA,Opal Pty Ltd,Speed250
Order_ID_2785,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_2786,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed250
Order_ID_2787,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed50
Order_ID_2788,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,EXX Ptd Ltd,Speed100-20
Order_ID_2789,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2790,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,Super Pty Ltd,Speed1000
Order_ID_2791,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2792,2023-7-31,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2793,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Phone Company,Speed50
Order_ID_2794,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2795,2023-7-31,Tech_Billing,ABC Ltd,Speed50,ACT,G2 Tele Pty Ltd,Speed100-20
Order_ID_2796,2023-7-31,Tech_Billing,ABC Ltd,Speed50,WA,Phone Company,Speed100-20
Order_ID_2797,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed100-20
Order_ID_2798,2023-7-31,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_2799,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_2800,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed25
Order_ID_2801,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed50
Order_ID_2802,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_2803,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,Opal Pty Ltd,Speed25
Order_ID_2804,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,Opal Pty Ltd,Speed100-20
Order_ID_2805,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_2806,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_2807,2023-7-31,Tech_Billing,ABC Ltd,Speed250,VIC,Opal Pty Ltd,Speed250
Order_ID_2808,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed50
Order_ID_2809,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed50
Order_ID_2810,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,Source Ltd,Speed50
Order_ID_2811,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed100-20
Order_ID_2812,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,CAN Ltd,Speed100-20
Order_ID_2813,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed50
Order_ID_2814,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed50
Order_ID_2815,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,ANT Telecom,Speed25
Order_ID_2816,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Opal Pty Ltd,Speed50
Order_ID_2817,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed100-20
Order_ID_2818,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed100-20
Order_ID_2819,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed50
Order_ID_2820,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed50
Order_ID_2821,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed25
Order_ID_2822,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2823,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,Opal Pty Ltd,Speed50
Order_ID_2824,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2825,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed100-20
Order_ID_2826,2023-7-31,Tech_Billing,ABC Ltd,Speed25,VIC,EXX Ptd Ltd,Speed50
Order_ID_2827,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2828,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2829,2023-7-31,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed100-20
Order_ID_2830,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,G2 Tele Pty Ltd,Speed250
Order_ID_2831,2023-7-31,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed50
Order_ID_2832,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2833,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed100-20
Order_ID_2834,2023-7-31,Tech_Billing,ABC Ltd,Speed25,NSW,Idea Ltd,Speed100-20
Order_ID_2835,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2836,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2837,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,NSW,G2 Tele Pty Ltd,Speed250
Order_ID_2838,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Super Pty Ltd,Speed50
Order_ID_2839,2023-7-31,Tech_Billing,ABC Ltd,Speed50,ACT,G2 Tele Pty Ltd,Speed50
Order_ID_2840,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2841,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,EXX Ptd Ltd,Speed100
Order_ID_2842,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,Opal Pty Ltd,Speed50
Order_ID_2843,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed100-20
Order_ID_2844,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,SA,BB Ltd,Speed50
Order_ID_2845,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2846,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,Escape Ltd,Speed12
Order_ID_2847,2023-7-31,Tech_Billing,ABC Ltd,Speed50,WA,BB Ltd,Speed50
Order_ID_2848,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Idea Ltd,Speed25
Order_ID_2849,2023-7-31,Tech_Billing,ABC Ltd,Speed250,QLD,G2 Tele Pty Ltd,Speed100
Order_ID_2850,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed250
Order_ID_2851,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed250
Order_ID_2852,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,SA,BB Ltd,Speed50
Order_ID_2853,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_2854,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed50
Order_ID_2855,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2856,2023-7-31,Tech_Billing,ABC Ltd,Speed50,QLD,G2 Tele Pty Ltd,Speed25
Order_ID_2857,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed50
Order_ID_2858,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed250
Order_ID_2859,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed100-20
Order_ID_2860,2023-7-31,Tech_Billing,ABC Ltd,Speed50,SA,G2 Tele Pty Ltd,Speed50
Order_ID_2861,2023-7-31,Tech_Billing,ABC Ltd,Speed100-20,SA,Super Pty Ltd,Speed250
Order_ID_2862,2023-7-31,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed100-20
Order_ID_2863,2023-7-31,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2864,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed50
Order_ID_2865,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,Super Pty Ltd,Speed100-20
Order_ID_2866,2023-8-1,Tech_Billing,ABC Ltd,Speed50,QLD,Super Pty Ltd,Speed100-20
Order_ID_2867,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,WA,Super Pty Ltd,Speed1000
Order_ID_2868,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed25
Order_ID_2869,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,NSW,Phone Company,Speed100-20
Order_ID_2870,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,WA,G2 Tele Pty Ltd,Speed25
Order_ID_2871,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,SA,Idea Ltd,Speed50
Order_ID_2872,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,SA,Idea Ltd,Speed100-20
Order_ID_2873,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,Opal Pty Ltd,Speed250
Order_ID_2874,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,Source Ltd,Speed100-20
Order_ID_2875,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,Source Ltd,Speed100-20
Order_ID_2876,2023-8-1,Tech_Billing,ABC Ltd,Speed250,QLD,Super Pty Ltd,Speed1000
Order_ID_2877,2023-8-1,Tech_Billing,ABC Ltd,Speed25,SA,BB Ltd,Speed50
Order_ID_2878,2023-8-1,Tech_Billing,ABC Ltd,Speed50,QLD,Source Ltd,Speed50
Order_ID_2879,2023-8-1,Tech_Billing,ABC Ltd,Speed25,QLD,ANT Telecom,Speed12
Order_ID_2880,2023-8-1,Tech_Billing,ABC Ltd,Speed25,QLD,Idea Ltd,Speed12
Order_ID_2881,2023-8-1,Tech_Billing,ABC Ltd,Speed25,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2882,2023-8-1,Tech_Billing,ABC Ltd,Speed25,NSW,BB Ltd,Speed100
Order_ID_2883,2023-8-1,Tech_Billing,ABC Ltd,Speed100,WA,CAN Ltd,Speed100-20
Order_ID_2884,2023-8-1,Tech_Billing,ABC Ltd,Speed25,SA,BB Ltd,Speed25
Order_ID_2885,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,BB Ltd,Speed25
Order_ID_2886,2023-8-1,Tech_Billing,ABC Ltd,Speed25,QLD,G2 Tele Pty Ltd,Speed25
Order_ID_2887,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,QLD,BB Ltd,Speed100
Order_ID_2888,2023-8-1,Tech_Billing,ABC Ltd,Speed50,SA,Source Ltd,Speed50
Order_ID_2889,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,VIC,G2 Tele Pty Ltd,Speed100-20
Order_ID_2890,2023-8-1,Tech_Billing,ABC Ltd,Speed25,WA,Internet Lty,Speed25
Order_ID_2891,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,NSW,BB Ltd,Speed100-20
Order_ID_2892,2023-8-1,Tech_Billing,ABC Ltd,Speed25,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2893,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,Super Pty Ltd,Speed100
Order_ID_2894,2023-8-1,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed50
Order_ID_2895,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,VIC,Opal Pty Ltd,Speed50
Order_ID_2896,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,Logic Group,Speed100
Order_ID_2897,2023-8-1,Tech_Billing,ABC Ltd,Speed25,WA,Idea Ltd,Speed25
Order_ID_2898,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,Idea Ltd,Speed50
Order_ID_2899,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed50
Order_ID_2900,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,QLD,Idea Ltd,Speed100-20
Order_ID_2901,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,Phone Company,Speed100-20
Order_ID_2902,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed50
Order_ID_2903,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,BB Ltd,Speed100-20
Order_ID_2904,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,CAN Ltd,Speed100-20
Order_ID_2905,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,G2 Tele Pty Ltd,Speed25
Order_ID_2906,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,BB Ltd,Speed50
Order_ID_2907,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,Internet Lty,Speed25
Order_ID_2908,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,Idea Ltd,Speed50
Order_ID_2909,2023-8-1,Tech_Billing,ABC Ltd,Speed50,VIC,CAN Ltd,Speed100
Order_ID_2910,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,QLD,SuperTel,Speed50
Order_ID_2911,2023-8-1,Tech_Billing,ABC Ltd,Speed25,QLD,Idea Ltd,Speed12
Order_ID_2912,2023-8-1,Tech_Billing,ABC Ltd,Speed100,ACT,Internet Lty,Speed100-20
Order_ID_2913,2023-8-1,Tech_Billing,ABC Ltd,Speed50,QLD,Opal Pty Ltd,Speed50
Order_ID_2914,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed100-20
Order_ID_2915,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,CAN Ltd,Speed100
Order_ID_2916,2023-8-1,Tech_Billing,ABC Ltd,Speed50,SA,BB Ltd,Speed50
Order_ID_2917,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,VIC,Idea Ltd,Speed25
Order_ID_2918,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,G2 Tele Pty Ltd,Speed25
Order_ID_2919,2023-8-1,Tech_Billing,ABC Ltd,Speed250,VIC,Phone Company,Speed250
Order_ID_2920,2023-8-1,Tech_Billing,ABC Ltd,Speed50,QLD,BB Ltd,Speed1000
Order_ID_2921,2023-8-1,Tech_Billing,ABC Ltd,Speed25,WA,Idea Ltd,Speed12
Order_ID_2922,2023-8-1,Tech_Billing,ABC Ltd,Speed50,NSW,Opal Pty Ltd,Speed50
Order_ID_2923,2023-8-1,Tech_Billing,ABC Ltd,Speed100-20,NSW,BB Ltd,Speed50
Order_ID_2924,2023-8-1,Tech_Billing,ABC Ltd,Speed50,WA,G2 Tele Pty Ltd,Speed100-20
Order_ID_2925,2023-8-2,Tech_Billing,ABC Ltd,Speed250,NSW,Opal Pty Ltd,Speed1000
Order_ID_2926,2023-8-2,Tech_Billing,ABC Ltd,Speed100-20,NSW,Opal Pty Ltd,Speed50
Order_ID_2927,2023-8-2,Tech_Billing,ABC Ltd,Speed100-20,NSW,EXX Ptd Ltd,Speed1000
Order_ID_2928,2023-8-2,Tech_Billing,ABC Ltd,Speed1000,VIC,EXX Ptd Ltd,Speed250
Order_ID_2929,2023-8-2,Tech_Billing,ABC Ltd,Speed25,QLD,Phone Company,Speed100-20
